original_title,budget,revenue,runtime,vote_count,evaluation
Mandela: Long Walk to Freedom,35000000,27330000,141,224,moyen
Reds,32000000,40382659,195,67,moyen
A Few Good Men,40000000,243240178,138,877,moyen
Exit Wounds,50000000,79958599,101,110,moyen
Big Momma's House,30000000,173959438,98,506,moyen
The House of Magic,34000000,0,85,121,moyen
The Darkest Hour,30000000,64626786,89,469,mediocre
Step Up Revolution,33000000,140470746,99,663,moyen
Snakes on a Plane,33000000,62022014,105,497,moyen
The Watcher,33000000,0,96,110,mediocre
The Punisher,33000000,54700105,124,766,moyen
Goal!: The Dream Begins,30000000,27610873,118,238,moyen
Safe,30000000,40346186,94,799,moyen
Pushing Tin,33000000,0,124,116,moyen
Return of the Jedi,32350000,572700000,135,4665,bien
Doomsday,30000000,22211426,108,363,moyen
The Reader,32000000,113019290,124,813,moyen
Wanderlust,35000000,24159934,98,394,moyen
Elf,32000000,173398518,97,987,moyen
Phenomenon,32000000,152036382,123,323,moyen
Snow Dogs,33000000,0,99,185,moyen
Scrooged,0,60328000,101,390,moyen
Nacho Libre,32000000,80197993,92,359,moyen
Bridesmaids,32500000,288383523,125,1661,moyen
This Is the End,32000000,126041322,107,2359,moyen
Stigmata,29000000,50041732,103,242,moyen
Men of Honor,32000000,48814909,129,544,moyen
Takers,32000000,69055695,107,394,moyen
The Big Wedding,35000000,21819348,90,414,moyen
"Big Mommas: Like Father, Like Son",32000000,83615414,107,313,moyen
Source Code,32000000,147332697,93,2699,moyen
Alive,32000000,36733909,120,374,moyen
The Number 23,30000000,77566815,101,1018,moyen
The Young and Prodigious T.S. Spivet,33000000,9494789,105,232,moyen
1941,35000000,31755742,113,143,moyen
Dreamer: Inspired By a True Story,0,0,106,67,moyen
A History of Violence,32000000,60740827,96,832,moyen
Transporter 2,32000000,85167639,87,1061,moyen
The Quick and the Dead,32000000,18552460,107,427,moyen
Laws of Attraction,28000000,30016165,90,104,moyen
Bringing Out the Dead,32000000,0,121,225,moyen
Repo Men,32000000,18409891,111,620,moyen
디워,70000000,53587404,90,104,mediocre
Bogus,32000000,0,110,44,moyen
The Incredible Burt Wonderstone,30000000,27437881,100,724,moyen
Cats Don't Dance,32000000,3566637,75,24,moyen
Cradle Will Rock,0,0,132,18,moyen
The Good German,32000000,5914908,108,86,moyen
George and the Dragon,32000000,0,93,13,moyen
Apocalypse Now,31500000,89460381,153,2055,bien
Going the Distance,32000000,42045846,102,262,moyen
Mr. Holland's Opus,0,106269971,137,113,moyen
Criminal,31500000,14708696,113,557,moyen
Out of Africa,31000000,128499205,161,279,moyen
Flight,31000000,161772375,138,2415,moyen
Moonraker,34000000,210308099,126,541,moyen
The Grand Budapest Hotel,30000000,174600318,99,4519,bien
Hearts in Atlantis,31000000,24185781,101,131,moyen
Arachnophobia,31000000,53208180,103,433,moyen
Frequency,31000000,68106245,118,462,moyen
Vacation,31000000,104384188,99,1195,moyen
Get Shorty,30250000,115101622,105,302,moyen
Chicago,45000000,306776732,113,677,moyen
Big Daddy,34200000,234801895,93,875,moyen
American Pie 2,30000000,287553595,108,1344,moyen
Toy Story,30000000,373554033,81,5269,bien
Speed,30000000,350448145,116,1783,moyen
The Vow,30000000,196114570,104,1293,moyen
Extraordinary Measures,31000000,15134293,105,89,moyen
Remember the Titans,30000000,136706683,113,821,moyen
The Hunt for Red October,30000000,199200000,134,957,moyen
The Butler,25000000,115922175,132,1101,moyen
DodgeBall: A True Underdog Story,20000000,167722310,92,981,moyen
The Addams Family,30000000,191502426,99,848,moyen
Ace Ventura: When Nature Calls,30000000,212385533,90,1099,moyen
The Princess Diaries,37000000,165335153,115,1023,moyen
The First Wives Club,26000000,116400000,102,166,moyen
Se7en,33000000,327311859,127,5765,bien
District 9,30000000,210819611,112,3382,moyen
The SpongeBob SquarePants Movie,30000000,140161792,87,574,moyen
Mystic River,25000000,156822020,138,1422,bien
Million Dollar Baby,30000000,216763646,132,2439,bien
Analyze This,80000000,176885658,103,503,moyen
The Notebook,29000000,115603229,123,3067,bien
27 Dresses,30000000,160259319,111,978,moyen
Hannah Montana: The Movie,35000000,155545279,102,449,moyen
Rugrats in Paris: The Movie,30,103,78,100,moyen
The Prince of Tides,30000000,74787599,132,56,moyen
Legends of the Fall,30000000,160638883,133,619,moyen
Up in the Air,25000000,163670000,109,1205,moyen
About Schmidt,30000000,105834556,125,362,moyen
Warm Bodies,35000000,116980662,97,2652,moyen
Looper,30000000,47042000,118,4697,moyen
Down to Earth,0,0,87,95,mediocre
Babe,30000000,254134910,89,733,moyen
Hope Springs,30000000,114281051,100,284,moyen
Forgetting Sarah Marshall,30000000,105173115,111,1172,moyen
Four Brothers,45000000,92374674,109,607,moyen
Baby Mama,30000000,63833449,99,205,moyen
Hope Floats,0,0,114,81,moyen
Bride Wars,30000000,114663461,89,856,moyen
Without a Paddle,19000000,69631118,95,214,moyen
13 Going on 30,37000000,96455697,98,1204,moyen
Midnight in Paris,30000000,151119219,94,1990,moyen
The Nut Job,0,0,85,319,moyen
Blow,53000000,83282296,124,1317,moyen
Message in a Bottle,80000000,118880016,131,196,moyen
Star Trek V: The Final Frontier,30000000,70200000,107,376,moyen
Like Mike,30000000,0,99,100,moyen
The Naked Gun 33⅓: The Final Insult,30000000,51132598,83,521,moyen
A View to a Kill,30000000,152427960,131,506,moyen
The Curse of the Were-Rabbit,30000000,192452832,85,643,moyen
P.S. I Love You,30000000,156835339,126,977,moyen
Racing Stripes,30000000,93772522,102,123,moyen
Atonement,30000000,129266061,123,1049,moyen
Letters to Juliet,30000000,0,105,796,moyen
Black Rain,30000000,45892212,125,243,moyen
The Three Stooges,30000000,54819301,92,140,mediocre
Corpse Bride,40000000,117195061,77,1894,moyen
Glory Road,0,42647449,118,144,moyen
Sicario,30000000,84025816,121,2416,moyen
Southpaw,30000000,91709827,123,2067,moyen
Drag Me to Hell,30000000,90810892,99,966,moyen
The Age of Adaline,25000000,65663276,112,1990,moyen
Secondhand Lions,0,0,111,260,moyen
Step Up 3D,30000000,159291809,107,582,moyen
Blue Crush,25000000,51842679,104,159,moyen
Stranger Than Fiction,30000000,53653224,113,721,moyen
30 Days of Night,30000000,75505973,113,767,moyen
The Cabin in the Woods,30000000,66486080,95,2263,moyen
Meet the Spartans,30000000,84646831,84,359,mediocre
Midnight Run,30000000,38413606,126,238,moyen
The Running Man,27000000,38122105,101,703,moyen
Little Shop of Horrors,25000000,38748395,94,384,moyen
Hanna,30000000,63782078,111,1263,moyen
Mortal Kombat: Annihilation,30000000,51376861,95,221,mediocre
Larry Crowne,30000000,36160375,98,359,moyen
Carrie,30000000,82394288,100,1463,moyen
Take the Lead,30000000,34742066,108,162,moyen
Gridiron Gang,30000000,41480851,125,206,moyen
What's the Worst That Could Happen?,45000000,0,94,66,moyen
9,30000000,48428063,79,1262,moyen
Side Effects,30000000,63372757,106,1323,moyen
The Prince & Me,0,0,111,278,moyen
Winnie the Pooh,30000000,14460000,63,258,moyen
Dumb and Dumberer: When Harry Met Lloyd,19000000,39267515,85,210,mediocre
Bulworth,30000000,29202884,108,66,moyen
Get on Up,0,31911598,139,158,moyen
One True Thing,0,0,127,27,moyen
Virtuosity,30000000,24048000,106,163,moyen
My Super Ex-Girlfriend,0,60896147,95,442,mediocre
Deliver Us from Evil,30000000,0,118,690,moyen
Sanctum,30000000,108609310,108,339,moyen
Little Black Book,35000000,22034832,111,112,moyen
The Five-Year Engagement,30000000,53909751,124,457,moyen
Mr. 3000,30000000,21800302,104,66,moyen
The Next Three Days,30000000,51148651,133,905,moyen
Ultraviolet,30000000,31070211,87,458,mediocre
Assault on Precinct 13,30000000,35294470,109,311,moyen
The Replacement Killers,30000000,19204929,87,127,moyen
Fled,25000000,17193231,98,47,moyen
Eight Legged Freaks,0,0,99,295,moyen
Love & Other Drugs,30000000,102820008,112,1233,moyen
88 Minutes,30000000,16930884,108,313,moyen
North Country,35000000,25224242,126,125,moyen
The Whole Ten Yards,40000000,26155781,98,278,moyen
Splice,26000000,0,104,671,moyen
Howard the Duck,37000000,37962774,110,221,moyen
Pride and Glory,30000000,31148328,130,240,moyen
The Cave,30000000,15007991,97,202,moyen
Alex & Emma,30000000,15368897,96,68,moyen
Wicker Park,30000000,13001257,114,157,moyen
Fright Night,17000000,24922237,106,603,moyen
The New World,30000000,30536013,135,330,moyen
Wing Commander,30000000,0,100,72,mediocre
In Dreams,0,0,100,44,moyen
Dragonball Evolution,100000000,0,85,462,mediocre
The Last Stand,30000000,0,107,1266,moyen
Godsend,25000000,30114487,102,114,mediocre
Chasing Liberty,23000000,12,111,152,moyen
Hoodwinked Too! Hood VS. Evil,30000000,13521829,86,131,mediocre
An Unfinished Life,30000000,18618284,108,161,moyen
The Imaginarium of Doctor Parnassus,30000000,64352607,123,869,moyen
Barney's Version,30000000,8454301,134,129,moyen
Runner Runner,30000000,62616646,91,543,moyen
Antitrust,30000000,18195610,108,153,moyen
Glory,18000000,26828365,122,383,moyen
Once Upon a Time in America,30000000,0,229,1069,bien
Dead Man Down,0,18074539,118,638,moyen
The Merchant of Venice,0,0,138,144,moyen
The Good Thief,0,0,108,31,moyen
Supercross,0,3102550,80,29,moyen
Miss Potter,30000000,35078241,92,141,moyen
Wu Ji,0,0,98,29,moyen
DOA: Dead or Alive,21000000,480314,87,205,moyen
The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,160,776,moyen
辛亥革命,30000000,108348,125,41,moyen
Le petit Nicolas,0,0,91,306,moyen
Wild Card,30000000,0,92,656,moyen
Machine Gun Preacher,30000000,2527904,129,286,moyen
Konferenz der Tiere,0,0,93,90,moyen
Goodbye Bafana,30000000,0,140,38,moyen
United Passions,27000000,0,110,16,mediocre
Grace of Monaco,30000000,0,103,195,moyen
Савва. Сердце воина,30000000,0,85,7,moyen
Ripley's Game,30000000,0,110,69,moyen
Sausage Party,19000000,140752617,83,2238,moyen
Pitch Perfect 2,29000000,287506194,115,1940,moyen
Walk the Line,28000000,186438883,136,718,moyen
Keeping the Faith,30000000,37036004,127,159,moyen
The Borrowers,29000000,0,86,135,moyen
Frost/Nixon,0,0,122,328,moyen
Confessions of a Dangerous Mind,30000000,33013805,113,275,moyen
Serving Sara,29000000,16930185,100,85,moyen
The Boss,29000000,78636257,91,431,moyen
Cry Freedom,0,0,157,51,moyen
Mumford,0,0,112,26,moyen
Seed of Chucky,12000000,24829644,87,287,mediocre
The Jacket,29000000,21126225,103,455,moyen
Aladdin,28000000,504050219,90,3416,moyen
Straight Outta Compton,28000000,201634991,147,1355,bien
Indiana Jones and the Temple of Doom,28000000,333000000,118,2781,moyen
The Rugrats Movie,30000000,100491683,79,147,moyen
Along Came a Spider,60000000,105178561,104,400,moyen
Florence Foster Jenkins,29000000,48902953,110,392,moyen
Once Upon a Time in Mexico,29000000,98185582,102,594,moyen
Die Hard,28000000,140767956,131,3948,moyen
Role Models,28000000,92380927,99,564,moyen
The Big Short,28000000,133346506,130,2607,moyen
Taking Woodstock,0,0,120,127,moyen
Miracle,28000000,64445708,135,159,moyen
Dawn of the Dead,28000000,102356381,101,1016,moyen
The Wedding Planner,35000000,94728529,103,427,moyen
キャプテンハーロック,30000000,17137302,115,356,moyen
The Royal Tenenbaums,21000000,71441250,110,1286,moyen
Identity,30000000,90259536,90,1061,moyen
Last Vegas,28000000,134402450,105,799,moyen
For Your Eyes Only,28000000,195312802,127,490,moyen
Serendipity,28000000,77516304,90,521,moyen
Timecop,27000000,101646581,99,282,moyen
Zoolander,28000000,60780981,89,1337,moyen
Safe Haven,28000000,97594140,115,823,moyen
Hocus Pocus,28000000,39514713,96,471,moyen
No Reservations,28000000,92601050,104,327,moyen
Kick-Ass,28000000,96188903,117,4645,moyen
30 Minutes or Less,28000000,40547440,83,531,moyen
Dracula 2000,28000000,33000337,99,148,mediocre
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,100654149,81,493,moyen
Pride & Prejudice,28000000,121147947,135,1358,bien
Blade Runner,28000000,33139618,117,3509,bien
Rob Roy,28000000,31596911,139,148,moyen
3 Days to Kill,28000000,52597999,113,883,moyen
We Own the Night,21000000,54926886,117,323,moyen
Lost Souls,0,0,97,38,mediocre
Le peuple migrateur,35866397,20217080,98,49,moyen
Just My Luck,28000000,38159905,103,491,moyen
"Mystery, Alaska",28000000,8888143,119,69,moyen
The Spy Next Door,28000000,45236543,94,345,moyen
A Simple Wish,28000000,8345056,86,46,moyen
Ghosts of Mars,28000000,14010832,98,296,mediocre
Our Brand Is Crisis,28000000,7002261,108,195,moyen
Pride and Prejudice and Zombies,28000000,16374328,108,640,moyen
Kundun,28000000,5684789,134,91,moyen
How to Lose Friends & Alienate People,27000000,17286299,110,244,moyen
Kick-Ass 2,28000000,60700000,103,2224,moyen
Alatriste,24000000,23321954,145,61,moyen
Brick Mansions,28000000,68896829,90,615,moyen
Octopussy,27500000,187500000,131,527,moyen
Knocked Up,30000000,219076518,129,1214,moyen
My Sister's Keeper,30000000,95714875,109,598,moyen
Welcome Home Roscoe Jenkins,35000000,43650785,114,57,moyen
A Passage to India,8000000,27187653,163,67,moyen
Notes on a Scandal,15000000,49469904,92,235,moyen
Rendition,27500000,24748670,120,205,moyen
Star Trek VI: The Undiscovered Country,27000000,96900000,113,413,moyen
Divine Secrets of the Ya-Ya Sisterhood,27000000,0,116,65,moyen
Kiss the Girls,27000000,60527873,115,345,moyen
The Blues Brothers,27000000,115229890,133,1065,moyen
The Sisterhood of the Traveling Pants 2,27000000,44352417,117,238,moyen
Joyful Noise,0,0,117,33,moyen
About a Boy,27000000,129000000,101,607,moyen
Lake Placid,27000000,56870414,82,247,moyen
Lucky Number Slevin,27000000,56308881,110,1323,moyen
The Right Stuff,27000000,21500000,193,235,moyen
Anonymous,30000000,15395087,130,288,moyen
The Neverending Story,27000000,20158808,102,1002,moyen
Dark City,27000000,27200316,100,828,moyen
The Duchess,0,0,110,396,moyen
Return to Oz,25000000,11137801,109,120,moyen
The Newton Boys,27000000,76000000,113,44,moyen
Case 39,27000000,29000000,109,563,moyen
Suspect Zero,27000000,13000000,99,98,moyen
Martian Child,0,0,106,79,moyen
Spy Kids: All the Time in the World,27000000,85564310,89,222,mediocre
Money Monster,27000000,93282604,98,1068,moyen
The 51st State,28,14,93,173,moyen
Flawless,0,4488529,112,56,moyen
Mindhunters,27000000,21148829,106,333,moyen
What Just Happened,25000000,6673422,104,127,moyen
The Statement,0,0,120,23,moyen
The Magic Flute,0,0,133,6,moyen
Paul Blart: Mall Cop,26000000,183293131,91,788,moyen
Freaky Friday,26000000,110230332,97,879,moyen
The 40 Year Old Virgin,26000000,109449237,116,1983,moyen
Shakespeare in Love,25000000,289317794,122,796,moyen
A Walk Among the Tombstones,28000000,53181600,113,1131,moyen
Kindergarten Cop,15000000,201957688,111,628,moyen
Pineapple Express,27000000,101624843,111,1148,moyen
EverAfter,26000000,65705772,121,399,moyen
Open Range,22000000,68296293,139,262,moyen
Flatliners,26000000,61489265,115,404,moyen
A Bridge Too Far,22000000,50750000,175,207,moyen
Red Eye,26000000,57891803,85,455,moyen
Final Destination 2,26000000,90426405,90,1023,moyen
"O Brother, Where Art Thou?",26000000,71868327,106,1112,moyen
Legion,26000000,67918658,100,629,moyen
Pain & Gain,25000000,86175291,130,1573,moyen
In Good Company,0,0,109,194,moyen
Clockstoppers,26000000,38793283,94,89,mediocre
Silverado,26000000,0,127,146,moyen
Brothers,26000000,43318349,104,633,moyen
Agent Cody Banks 2: Destination London,26000000,28818995,100,144,moyen
New Year's Eve,56000000,142044638,118,718,moyen
Original Sin,42000000,35402320,118,198,moyen
The Raven,26000000,29657751,111,426,moyen
Welcome to Mooseport,30000000,14000000,110,54,mediocre
Highlander III: The Sorcerer,26000000,36800000,99,110,mediocre
Blood and Wine,26000000,0,101,34,moyen
Snow White: A Tale of Terror,26000000,0,100,62,moyen
The Curse of the Jade Scorpion,0,0,103,165,moyen
Accidental Love,26000000,0,100,95,mediocre
Flipper,25530000,20080020,95,84,moyen
Self/less,26000000,30523226,116,1091,moyen
The Constant Gardener,25000000,82466670,129,417,moyen
The Passion of the Christ,30000000,611899420,127,864,moyen
Mrs. Doubtfire,25000000,441286195,125,1591,moyen
Rain Man,25000000,412800000,133,1709,bien
Gran Torino,33000000,269958228,116,3086,bien
W.,25100000,29506464,131,143,moyen
Taken,25000000,226830568,93,4369,moyen
The Best of Me,26000000,35926213,117,765,moyen
The Bodyguard,25000000,411006740,129,661,moyen
Schindler's List,22000000,321365567,195,4329,bien
The Help,25000000,124272124,146,1910,bien
The Fifth Estate,28000000,8555008,128,364,moyen
Scooby-Doo 2: Monsters Unleashed,0,181466833,93,500,moyen
Viy,26000000,0,127,71,mediocre
Freddy vs. Jason,30000000,114908830,97,594,moyen
The Face of an Angel,0,0,100,64,mediocre
Jimmy Neutron: Boy Genius,25000000,80936232,83,231,moyen
Cloverfield,25000000,170764026,85,2251,moyen
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78000000,88,286,moyen
The Untouchables,25000000,76270454,119,1384,bien
No Country for Old Men,25000000,171600000,122,3003,bien
Ride Along,25000000,153997819,99,853,moyen
Bridget Jones's Diary,25000000,281929795,97,1356,moyen
Chocolat,25000000,152500343,121,951,moyen
"Legally Blonde 2: Red, White & Blonde",45000000,124914842,95,377,moyen
Parental Guidance,25000000,119772232,104,210,moyen
No Strings Attached,25000000,147780440,107,1331,moyen
Tombstone,25000000,56505065,130,626,moyen
Romeo Must Die,25000000,91036760,115,330,moyen
The Omen,2800000,60922980,111,476,moyen
Final Destination 3,25000000,117719158,93,974,moyen
The Lucky One,25000000,99357138,101,946,moyen
Bridge to Terabithia,60000000,137587063,96,1113,moyen
Finding Neverland,25000000,116766556,106,1223,moyen
A Madea Christmas,0,0,100,35,moyen
The Grey,25000000,77278331,117,1451,moyen
Hide and Seek,25000000,122644820,101,440,moyen
Anchorman: The Legend of Ron Burgundy,26000000,90574188,94,1493,moyen
GoodFellas,25000000,46836394,145,3128,bien
Agent Cody Banks,28000000,58795814,102,284,moyen
Nanny McPhee,25000000,122489822,97,711,moyen
Scarface,25000000,65884703,170,2948,bien
Nothing to Lose,25000000,0,97,174,moyen
The Last Emperor,23000000,43984230,163,355,moyen
Contraband,25000000,63100000,109,770,moyen
Money Talks,0,0,97,87,moyen
There Will Be Blood,25000000,77208711,158,1537,bien
The Wild Thornberrys Movie,35000000,0,85,44,moyen
Rugrats Go Wild,0,0,84,61,moyen
Undercover Brother,25000000,41604473,86,112,moyen
The Sisterhood of the Traveling Pants,25000000,39053061,119,386,moyen
Kiss of the Dragon,25000000,64437847,98,298,moyen
